JobId,ArrayId,Program,Nodes,Tasks,MaxThreads,Particles,DiffCoeff,TimeStep,EndTime,WallTime
7510,5,hybrid,2,8,8,128000,1.5,0.001,100.0,109.594
7510,6,hybrid,2,8,8,1280000,1.5,0.001,100.0,540.765
7511,1,hybrid,2,16,1,12800,1.5,0.001,10.0,9.360
7511,2,hybrid,2,16,1,128000,1.5,0.001,10.0,27.313
7509,6,hybrid,2,8,4,1280000,1.5,0.001,100.0,997.423
7511,4,hybrid,2,16,1,12800,1.5,0.001,100.0,77.045
7511,3,hybrid,2,16,1,1280000,1.5,0.001,10.0,185.571
7511,5,hybrid,2,16,1,128000,1.5,0.001,100.0,244.885
7512,1,hybrid,2,16,2,12800,1.5,0.001,10.0,8.547
7512,2,hybrid,2,16,2,128000,1.5,0.001,10.0,16.748
7512,3,hybrid,2,16,2,1280000,1.5,0.001,10.0,102.814
7512,4,hybrid,2,16,2,12800,1.5,0.001,100.0,69.808
7508,6,hybrid,2,8,2,1280000,1.5,0.001,100.0,1830.034
7512,5,hybrid,2,16,2,128000,1.5,0.001,100.0,156.625
7513,1,hybrid,2,16,4,12800,1.5,0.001,10.0,12.227
7513,2,hybrid,2,16,4,128000,1.5,0.001,10.0,16.456
7502,6,hybrid,2,4,1,1280000,1.5,0.001,100.0,6135.595
7513,3,hybrid,2,16,4,1280000,1.5,0.001,10.0,58.141
7513,4,hybrid,2,16,4,12800,1.5,0.001,100.0,65.589
7513,5,hybrid,2,16,4,128000,1.5,0.001,100.0,107.915
7515,1,hybrid,2,32,1,12800,1.5,0.001,10.0,8.209
7515,2,hybrid,2,32,1,128000,1.5,0.001,10.0,17.098
7515,3,hybrid,2,32,1,1280000,1.5,0.001,10.0,104.777
7515,4,hybrid,2,32,1,12800,1.5,0.001,100.0,71.484
7515,5,hybrid,2,32,1,128000,1.5,0.001,100.0,151.611
7513,6,hybrid,2,16,4,1280000,1.5,0.001,100.0,536.597
7516,1,hybrid,2,32,2,12800,1.5,0.001,10.0,8.847
7516,2,hybrid,2,32,2,128000,1.5,0.001,10.0,12.075
7516,3,hybrid,2,32,2,1280000,1.5,0.001,10.0,58.201
7516,4,hybrid,2,32,2,12800,1.5,0.001,100.0,65.460
7516,5,hybrid,2,32,2,128000,1.5,0.001,100.0,109.628
7507,6,hybrid,2,8,1,1280000,1.5,0.001,100.0,3184.595
7512,6,hybrid,2,16,2,1280000,1.5,0.001,100.0,1004.614
7517,1,hybrid,2,64,1,12800,1.5,0.001,10.0,9.156
7517,2,hybrid,2,64,1,128000,1.5,0.001,10.0,13.613
7517,3,hybrid,2,64,1,1280000,1.5,0.001,10.0,64.377
7517,4,hybrid,2,64,1,12800,1.5,0.001,100.0,67.601
7517,5,hybrid,2,64,1,128000,1.5,0.001,100.0,109.513
7511,6,hybrid,2,16,1,1280000,1.5,0.001,100.0,2035.615
7516,6,hybrid,2,32,2,1280000,1.5,0.001,100.0,571.570
7518,1,hybrid,4,4,1,12800,1.5,0.001,10.0,11.490
7518,2,hybrid,4,4,1,128000,1.5,0.001,10.0,54.770
7517,6,hybrid,2,64,1,1280000,1.5,0.001,100.0,541.593
7515,6,hybrid,2,32,1,1280000,1.5,0.001,100.0,1040.643
7518,4,hybrid,4,4,1,12800,1.5,0.001,100.0,102.218
7518,3,hybrid,4,4,1,1280000,1.5,0.001,10.0,419.021
7518,5,hybrid,4,4,1,128000,1.5,0.001,100.0,483.351
7519,1,hybrid,4,4,2,12800,1.5,0.001,10.0,9.918
7519,2,hybrid,4,4,2,128000,1.5,0.001,10.0,37.209
7519,3,hybrid,4,4,2,1280000,1.5,0.001,10.0,314.899
7519,4,hybrid,4,4,2,12800,1.5,0.001,100.0,88.782
7519,5,hybrid,4,4,2,128000,1.5,0.001,100.0,362.715
7519,6,hybrid,4,4,2,1280000,1.5,0.001,100.0,3076.079
7520,1,hybrid,4,4,4,12800,1.5,0.001,10.0,9.146
7520,2,hybrid,4,4,4,128000,1.5,0.001,10.0,22.863
7518,6,hybrid,4,4,1,1280000,1.5,0.001,100.0,4184.061
7520,4,hybrid,4,4,4,12800,1.5,0.001,100.0,76.590
7520,3,hybrid,4,4,4,1280000,1.5,0.001,10.0,167.592
7520,5,hybrid,4,4,4,128000,1.5,0.001,100.0,215.412
7521,1,hybrid,4,4,8,12800,1.5,0.001,10.0,8.200
7521,2,hybrid,4,4,8,128000,1.5,0.001,10.0,15.361
7521,3,hybrid,4,4,8,1280000,1.5,0.001,10.0,92.872
7521,4,hybrid,4,4,8,12800,1.5,0.001,100.0,68.157
7521,5,hybrid,4,4,8,128000,1.5,0.001,100.0,146.034
7521,6,hybrid,4,4,8,1280000,1.5,0.001,100.0,914.837
7522,1,hybrid,4,4,16,12800,1.5,0.001,10.0,8.318
7522,2,hybrid,4,4,16,128000,1.5,0.001,10.0,11.869
7522,3,hybrid,4,4,16,1280000,1.5,0.001,10.0,54.267
7522,4,hybrid,4,4,16,12800,1.5,0.001,100.0,65.580
7520,6,hybrid,4,4,4,1280000,1.5,0.001,100.0,1623.595
7522,5,hybrid,4,4,16,128000,1.5,0.001,100.0,107.956
7523,1,hybrid,4,4,32,12800,1.5,0.001,10.0,8.215
7523,2,hybrid,4,4,32,128000,1.5,0.001,10.0,9.791
7523,3,hybrid,4,4,32,1280000,1.5,0.001,10.0,30.917
7523,4,hybrid,4,4,32,12800,1.5,0.001,100.0,63.569
7523,5,hybrid,4,4,32,128000,1.5,0.001,100.0,83.969
7522,6,hybrid,4,4,16,1280000,1.5,0.001,100.0,536.575
7524,1,hybrid,4,8,1,12800,1.5,0.001,10.0,13.720
7523,6,hybrid,4,4,32,1280000,1.5,0.001,100.0,300.592
7524,2,hybrid,4,8,1,128000,1.5,0.001,10.0,38.065
7524,4,hybrid,4,8,1,12800,1.5,0.001,100.0,94.368
7524,3,hybrid,4,8,1,1280000,1.5,0.001,10.0,310.932
7524,5,hybrid,4,8,1,128000,1.5,0.001,100.0,372.035
7525,1,hybrid,4,8,2,12800,1.5,0.001,10.0,9.137
7525,2,hybrid,4,8,2,128000,1.5,0.001,10.0,24.471
7525,3,hybrid,4,8,2,1280000,1.5,0.001,10.0,176.760
7525,4,hybrid,4,8,2,12800,1.5,0.001,100.0,76.599
7525,5,hybrid,4,8,2,128000,1.5,0.001,100.0,216.385
7525,6,hybrid,4,8,2,1280000,1.5,0.001,100.0,1643.610
7526,1,hybrid,4,8,4,12800,1.5,0.001,10.0,8.332
7526,2,hybrid,4,8,4,128000,1.5,0.001,10.0,15.695
7526,3,hybrid,4,8,4,1280000,1.5,0.001,10.0,94.078
7526,4,hybrid,4,8,4,12800,1.5,0.001,100.0,67.980
7526,5,hybrid,4,8,4,128000,1.5,0.001,100.0,147.848
7524,6,hybrid,4,8,1,1280000,1.5,0.001,100.0,3537.583
7527,1,hybrid,4,8,8,12800,1.5,0.001,10.0,11.749
7527,2,hybrid,4,8,8,128000,1.5,0.001,10.0,16.675
7526,6,hybrid,4,8,4,1280000,1.5,0.001,100.0,916.600
7527,3,hybrid,4,8,8,1280000,1.5,0.001,10.0,58.270
7527,4,hybrid,4,8,8,12800,1.5,0.001,100.0,65.570
7527,5,hybrid,4,8,8,128000,1.5,0.001,100.0,108.583
7528,1,hybrid,4,8,16,12800,1.5,0.001,10.0,8.442
7528,2,hybrid,4,8,16,128000,1.5,0.001,10.0,10.495
7528,3,hybrid,4,8,16,1280000,1.5,0.001,10.0,32.426
7528,4,hybrid,4,8,16,12800,1.5,0.001,100.0,63.595
7528,5,hybrid,4,8,16,128000,1.5,0.001,100.0,84.657
7527,6,hybrid,4,8,8,1280000,1.5,0.001,100.0,527.341
7529,1,hybrid,4,16,1,12800,1.5,0.001,10.0,12.006
7529,2,hybrid,4,16,1,128000,1.5,0.001,10.0,27.593
7528,6,hybrid,4,8,16,1280000,1.5,0.001,100.0,298.575
7529,4,hybrid,4,16,1,12800,1.5,0.001,100.0,77.366
7529,3,hybrid,4,16,1,1280000,1.5,0.001,10.0,187.147
7529,5,hybrid,4,16,1,128000,1.5,0.001,100.0,239.033
7530,1,hybrid,4,16,2,12800,1.5,0.001,10.0,8.054
7530,2,hybrid,4,16,2,128000,1.5,0.001,10.0,15.627
7530,3,hybrid,4,16,2,1280000,1.5,0.001,10.0,94.887
7530,4,hybrid,4,16,2,12800,1.5,0.001,100.0,70.592
7530,5,hybrid,4,16,2,128000,1.5,0.001,100.0,147.504
7530,6,hybrid,4,16,2,1280000,1.5,0.001,100.0,948.248
7531,1,hybrid,4,16,4,12800,1.5,0.001,10.0,7.871
7531,2,hybrid,4,16,4,128000,1.5,0.001,10.0,12.012
7531,3,hybrid,4,16,4,1280000,1.5,0.001,10.0,54.952
7531,4,hybrid,4,16,4,12800,1.5,0.001,100.0,66.581
7529,6,hybrid,4,16,1,1280000,1.5,0.001,100.0,1634.614
7531,5,hybrid,4,16,4,128000,1.5,0.001,100.0,108.338
7532,1,hybrid,4,16,8,12800,1.5,0.001,10.0,8.791
7532,2,hybrid,4,16,8,128000,1.5,0.001,10.0,9.607
7532,3,hybrid,4,16,8,1280000,1.5,0.001,10.0,31.738
7532,4,hybrid,4,16,8,12800,1.5,0.001,100.0,63.576
7532,5,hybrid,4,16,8,128000,1.5,0.001,100.0,84.591
7532,6,hybrid,4,16,8,1280000,1.5,0.001,100.0,298.550
7531,6,hybrid,4,16,4,1280000,1.5,0.001,100.0,575.561
7533,1,hybrid,4,32,1,12800,1.5,0.001,10.0,10.328
7533,2,hybrid,4,32,1,128000,1.5,0.001,10.0,17.302
7533,4,hybrid,4,32,1,12800,1.5,0.001,100.0,68.471
7533,3,hybrid,4,32,1,1280000,1.5,0.001,10.0,105.970
7533,5,hybrid,4,32,1,128000,1.5,0.001,100.0,161.457
7534,1,hybrid,4,32,2,12800,1.5,0.001,10.0,7.964
7534,2,hybrid,4,32,2,128000,1.5,0.001,10.0,12.288
7534,3,hybrid,4,32,2,1280000,1.5,0.001,10.0,54.675
7534,4,hybrid,4,32,2,12800,1.5,0.001,100.0,66.612
7534,5,hybrid,4,32,2,128000,1.5,0.001,100.0,109.562
7534,6,hybrid,4,32,2,1280000,1.5,0.001,100.0,537.596
7535,1,hybrid,4,32,4,12800,1.5,0.001,10.0,11.490
7535,2,hybrid,4,32,4,128000,1.5,0.001,10.0,13.618
7533,6,hybrid,4,32,1,1280000,1.5,0.001,100.0,981.592
7535,3,hybrid,4,32,4,1280000,1.5,0.001,10.0,35.366
7535,4,hybrid,4,32,4,12800,1.5,0.001,100.0,63.661
7535,5,hybrid,4,32,4,128000,1.5,0.001,100.0,86.579
7536,1,hybrid,4,64,1,12800,1.5,0.001,10.0,8.330
7536,2,hybrid,4,64,1,128000,1.5,0.001,10.0,13.278
7536,3,hybrid,4,64,1,1280000,1.5,0.001,10.0,60.913
7536,4,hybrid,4,64,1,12800,1.5,0.001,100.0,66.970
7535,6,hybrid,4,32,4,1280000,1.5,0.001,100.0,298.642
7536,5,hybrid,4,64,1,128000,1.5,0.001,100.0,116.617
7537,1,hybrid,4,64,2,12800,1.5,0.001,10.0,8.229
7537,2,hybrid,4,64,2,128000,1.5,0.001,10.0,10.124
7537,3,hybrid,4,64,2,1280000,1.5,0.001,10.0,33.748
7537,4,hybrid,4,64,2,12800,1.5,0.001,100.0,62.744
7537,5,hybrid,4,64,2,128000,1.5,0.001,100.0,83.766
7537,6,hybrid,4,64,2,1280000,1.5,0.001,100.0,305.600
7538,1,hybrid,4,128,1,12800,1.5,0.001,10.0,7.897
7538,2,hybrid,4,128,1,128000,1.5,0.001,10.0,11.165
7538,3,hybrid,4,128,1,1280000,1.5,0.001,10.0,40.381
7536,6,hybrid,4,64,1,1280000,1.5,0.001,100.0,614.555
7538,4,hybrid,4,128,1,12800,1.5,0.001,100.0,64.604
7538,5,hybrid,4,128,1,128000,1.5,0.001,100.0,86.583
7538,6,hybrid,4,128,1,1280000,1.5,0.001,100.0,312.900
7539,1,hybrid,8,8,1,12800,1.5,0.001,10.0,9.284
7539,2,hybrid,8,8,1,128000,1.5,0.001,10.0,28.754
7539,3,hybrid,8,8,1,1280000,1.5,0.001,10.0,229.664
7539,4,hybrid,8,8,1,12800,1.5,0.001,100.0,78.720
7539,5,hybrid,8,8,1,128000,1.5,0.001,100.0,279.793
7539,6,hybrid,8,8,1,1280000,1.5,0.001,100.0,2147.804
7540,1,hybrid,8,8,2,12800,1.5,0.001,10.0,8.528
7540,2,hybrid,8,8,2,128000,1.5,0.001,10.0,21.429
7540,3,hybrid,8,8,2,1280000,1.5,0.001,10.0,170.893
7540,4,hybrid,8,8,2,12800,1.5,0.001,100.0,75.355
7540,5,hybrid,8,8,2,128000,1.5,0.001,100.0,211.165
7540,6,hybrid,8,8,2,1280000,1.5,0.001,100.0,1565.412
7541,1,hybrid,8,8,4,12800,1.5,0.001,10.0,8.532
7541,2,hybrid,8,8,4,128000,1.5,0.001,10.0,15.004
7541,3,hybrid,8,8,4,1280000,1.5,0.001,10.0,85.841
7541,4,hybrid,8,8,4,12800,1.5,0.001,100.0,68.833
7541,5,hybrid,8,8,4,128000,1.5,0.001,100.0,140.587
7541,6,hybrid,8,8,4,1280000,1.5,0.001,100.0,862.590
7542,1,hybrid,8,8,8,12800,1.5,0.001,10.0,8.320
7542,2,hybrid,8,8,8,128000,1.5,0.001,10.0,11.939
7542,3,hybrid,8,8,8,1280000,1.5,0.001,10.0,51.043
7542,4,hybrid,8,8,8,12800,1.5,0.001,100.0,65.630
7542,5,hybrid,8,8,8,128000,1.5,0.001,100.0,102.105
7542,6,hybrid,8,8,8,1280000,1.5,0.001,100.0,489.796
7543,1,hybrid,8,8,16,12800,1.5,0.001,10.0,8.071
7543,2,hybrid,8,8,16,128000,1.5,0.001,10.0,9.996
7543,3,hybrid,8,8,16,1280000,1.5,0.001,10.0,30.885
7543,4,hybrid,8,8,16,12800,1.5,0.001,100.0,63.616
7543,5,hybrid,8,8,16,128000,1.5,0.001,100.0,84.606
7543,6,hybrid,8,8,16,1280000,1.5,0.001,100.0,300.589
7544,1,hybrid,8,8,32,12800,1.5,0.001,10.0,7.945
7544,2,hybrid,8,8,32,128000,1.5,0.001,10.0,8.788
7544,3,hybrid,8,8,32,1280000,1.5,0.001,10.0,19.075
7544,4,hybrid,8,8,32,12800,1.5,0.001,100.0,61.465
7544,5,hybrid,8,8,32,128000,1.5,0.001,100.0,73.618
7544,6,hybrid,8,8,32,1280000,1.5,0.001,100.0,180.611
7545,1,hybrid,8,16,1,12800,1.5,0.001,10.0,9.244
7545,2,hybrid,8,16,1,128000,1.5,0.001,10.0,23.032
7545,3,hybrid,8,16,1,1280000,1.5,0.001,10.0,166.082
7545,4,hybrid,8,16,1,12800,1.5,0.001,100.0,77.535
7545,5,hybrid,8,16,1,128000,1.5,0.001,100.0,233.088
7545,6,hybrid,8,16,1,1280000,1.5,0.001,100.0,1674.519
7546,1,hybrid,8,16,2,12800,1.5,0.001,10.0,8.250
7546,2,hybrid,8,16,2,128000,1.5,0.001,10.0,15.922
7546,3,hybrid,8,16,2,1280000,1.5,0.001,10.0,93.936
7546,4,hybrid,8,16,2,12800,1.5,0.001,100.0,68.356
7546,5,hybrid,8,16,2,128000,1.5,0.001,100.0,141.117
7546,6,hybrid,8,16,2,1280000,1.5,0.001,100.0,843.077
7547,1,hybrid,8,16,4,12800,1.5,0.001,10.0,8.044
7547,2,hybrid,8,16,4,128000,1.5,0.001,10.0,12.564
7547,3,hybrid,8,16,4,1280000,1.5,0.001,10.0,50.714
7547,4,hybrid,8,16,4,12800,1.5,0.001,100.0,65.433
7547,5,hybrid,8,16,4,128000,1.5,0.001,100.0,103.190
7547,6,hybrid,8,16,4,1280000,1.5,0.001,100.0,494.024
7548,1,hybrid,8,16,8,12800,1.5,0.001,10.0,7.092
7548,2,hybrid,8,16,8,128000,1.5,0.001,10.0,9.875
7548,3,hybrid,8,16,8,1280000,1.5,0.001,10.0,32.679
7548,4,hybrid,8,16,8,12800,1.5,0.001,100.0,62.592
7548,5,hybrid,8,16,8,128000,1.5,0.001,100.0,83.388
7548,6,hybrid,8,16,8,1280000,1.5,0.001,100.0,303.043
7549,1,hybrid,8,16,16,12800,1.5,0.001,10.0,8.731
7549,2,hybrid,8,16,16,128000,1.5,0.001,10.0,8.672
7549,3,hybrid,8,16,16,1280000,1.5,0.001,10.0,20.025
7549,4,hybrid,8,16,16,12800,1.5,0.001,100.0,62.579
7549,5,hybrid,8,16,16,128000,1.5,0.001,100.0,73.584
7549,6,hybrid,8,16,16,1280000,1.5,0.001,100.0,179.603
7550,1,hybrid,8,32,1,12800,1.5,0.001,10.0,8.246
7550,2,hybrid,8,32,1,128000,1.5,0.001,10.0,15.745
7550,3,hybrid,8,32,1,1280000,1.5,0.001,10.0,102.016
7550,4,hybrid,8,32,1,12800,1.5,0.001,100.0,68.044
7550,5,hybrid,8,32,1,128000,1.5,0.001,100.0,153.267
7550,6,hybrid,8,32,1,1280000,1.5,0.001,100.0,1002.617
7551,1,hybrid,8,32,2,12800,1.5,0.001,10.0,7.762
7551,2,hybrid,8,32,2,128000,1.5,0.001,10.0,11.705
7551,3,hybrid,8,32,2,1280000,1.5,0.001,10.0,51.106
7551,4,hybrid,8,32,2,12800,1.5,0.001,100.0,64.381
7551,5,hybrid,8,32,2,128000,1.5,0.001,100.0,106.587
7551,6,hybrid,8,32,2,1280000,1.5,0.001,100.0,526.822
7552,1,hybrid,8,32,4,12800,1.5,0.001,10.0,8.664
7552,2,hybrid,8,32,4,128000,1.5,0.001,10.0,9.788
7552,3,hybrid,8,32,4,1280000,1.5,0.001,10.0,31.256
7552,4,hybrid,8,32,4,12800,1.5,0.001,100.0,63.586
7552,5,hybrid,8,32,4,128000,1.5,0.001,100.0,84.901
7552,6,hybrid,8,32,4,1280000,1.5,0.001,100.0,299.623
7553,1,hybrid,8,32,8,12800,1.5,0.001,10.0,7.563
7553,2,hybrid,8,32,8,128000,1.5,0.001,10.0,8.649
7553,3,hybrid,8,32,8,1280000,1.5,0.001,10.0,19.312
7553,4,hybrid,8,32,8,12800,1.5,0.001,100.0,62.615
7553,5,hybrid,8,32,8,128000,1.5,0.001,100.0,73.566
7553,6,hybrid,8,32,8,1280000,1.5,0.001,100.0,179.575
7554,1,hybrid,8,64,1,12800,1.5,0.001,10.0,8.178
7554,2,hybrid,8,64,1,128000,1.5,0.001,10.0,12.276
7554,3,hybrid,8,64,1,1280000,1.5,0.001,10.0,57.510
7554,4,hybrid,8,64,1,12800,1.5,0.001,100.0,66.372
7554,5,hybrid,8,64,1,128000,1.5,0.001,100.0,110.561
7554,6,hybrid,8,64,1,1280000,1.5,0.001,100.0,502.580
7555,1,hybrid,8,64,2,12800,1.5,0.001,10.0,7.644
7555,2,hybrid,8,64,2,128000,1.5,0.001,10.0,9.838
7555,3,hybrid,8,64,2,1280000,1.5,0.001,10.0,31.934
7555,4,hybrid,8,64,2,12800,1.5,0.001,100.0,63.561
7555,5,hybrid,8,64,2,128000,1.5,0.001,100.0,84.591
7555,6,hybrid,8,64,2,1280000,1.5,0.001,100.0,299.602
7556,1,hybrid,8,64,4,12800,1.5,0.001,10.0,7.883
7556,2,hybrid,8,64,4,128000,1.5,0.001,10.0,9.119
7556,3,hybrid,8,64,4,1280000,1.5,0.001,10.0,19.611
7556,4,hybrid,8,64,4,12800,1.5,0.001,100.0,62.587
7556,5,hybrid,8,64,4,128000,1.5,0.001,100.0,74.258
7556,6,hybrid,8,64,4,1280000,1.5,0.001,100.0,179.385
7557,1,hybrid,8,128,1,12800,1.5,0.001,10.0,8.183
7557,2,hybrid,8,128,1,128000,1.5,0.001,10.0,10.891
7557,3,hybrid,8,128,1,1280000,1.5,0.001,10.0,35.972
7557,4,hybrid,8,128,1,12800,1.5,0.001,100.0,64.569
7557,5,hybrid,8,128,1,128000,1.5,0.001,100.0,90.572
7557,6,hybrid,8,128,1,1280000,1.5,0.001,100.0,344.547
7558,1,hybrid,8,128,2,12800,1.5,0.001,10.0,7.567
7558,2,hybrid,8,128,2,128000,1.5,0.001,10.0,8.675
7558,3,hybrid,8,128,2,1280000,1.5,0.001,10.0,20.718
7558,4,hybrid,8,128,2,12800,1.5,0.001,100.0,62.562
7558,5,hybrid,8,128,2,128000,1.5,0.001,100.0,73.034
7558,6,hybrid,8,128,2,1280000,1.5,0.001,100.0,187.566
7559,1,hybrid,8,256,1,12800,1.5,0.001,10.0,8.062
7559,2,hybrid,8,256,1,128000,1.5,0.001,10.0,9.376
7559,3,hybrid,8,256,1,1280000,1.5,0.001,10.0,21.715
7559,4,hybrid,8,256,1,12800,1.5,0.001,100.0,63.568
7559,5,hybrid,8,256,1,128000,1.5,0.001,100.0,75.553
7559,6,hybrid,8,256,1,1280000,1.5,0.001,100.0,202.547
